03-08-25 20:38,ESRGAN,Enhanced Super-Resolution Generative Adversarial Network,GAN-based Super-Resolution,RRDBNet (Residual-in-Residual Dense Blocks),2,3-channel RGB,3-channel RGB,PyTorch,39.6196,32.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-08-25 21:09,ESRGAN,Enhanced Super-Resolution Generative Adversarial Network,GAN-based Super-Resolution,RRDBNet (Residual-in-Residual Dense Blocks),2,3-channel RGB,3-channel RGB,PyTorch,39.6196,32.6782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-08-25 23:50,FSRCNN,Fast Super-Resolution Convolutional Neural Network,CNN-based Super-Resolution,FSRCNN (deconvolutional upsampling with shrinking and expanding layers),2,3-channel RGB,3-channel RGB,PyTorch,25.908,29.7919,26.7939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-08-25 07:00,FSRCNN,Fast Super-Resolution Convolutional Neural Network,CNN-based Super-Resolution,FSRCNN (deconvolutional upsampling with shrinking and expanding layers),2,3-channel RGB,3-channel RGB,PyTorch,25.9035,29.7915,26.7939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-08-25 08:52,SRCNN,Super-Resolution Convolutional Neural Network,CNN-based Super-Resolution,"SRCNN (three-layer convolutional network; patch extraction, non-linear mapping, reconstruction)",2,1-channel grayscale (Y) PNG,1-channel grayscale (Y) PNG,PyTorch,42.5518,37.2166,38.7818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-08-25 12:32,SRCNN,Super-Resolution Convolutional Neural Network,CNN-based Super-Resolution,"SRCNN (three-layer convolutional network; patch extraction, non-linear mapping, reconstruction)",2,1-channel grayscale (Y) PNG,1-channel grayscale (Y) PNG,PyTorch,42.5517,38.58,38.7818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-08-25 12:45,SRCNN,Super-Resolution Convolutional Neural Network,CNN-based Super-Resolution,"SRCNN (three-layer convolutional network; patch extraction, non-linear mapping, reconstruction)",2,1-channel grayscale (Y) PNG,1-channel grayscale (Y) PNG,PyTorch,42.5517,38.58,38.7818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-08-25 07:15,SRCNN,Super-Resolution Convolutional Neural Network,CNN-based Super-Resolution,"SRCNN (three-layer convolutional network; patch extraction, non-linear mapping, reconstruction)",2,1-channel grayscale (Y) PNG,1-channel grayscale (Y) PNG,PyTorch,42.5518,38.58,38.7818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-08-25 22:22,ESRGAN,Enhanced Super-Resolution Generative Adversarial Network,GAN-based Super-Resolution,RRDBNet (Residual-in-Residual Dense Blocks),2,3-channel RGB,3-channel RGB,PyTorch,39.6196,32.7846,32.6782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-08-25 08:49,SRCNN,Super-Resolution Convolutional Neural Network,CNN-based Super-Resolution,"SRCNN (three-layer convolutional network; patch extraction, non-linear mapping, reconstruction)",2,1-channel grayscale (Y) PNG,1-channel grayscale (Y) PNG,PyTorch,42.5518,38.58,38.7818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-08-25 08:55,SRCNN,Super-Resolution Convolutional Neural Network,CNN-based Super-Resolution,"SRCNN (three-layer convolutional network; patch extraction, non-linear mapping, reconstruction)",2,1-channel grayscale (Y) PNG,1-channel grayscale (Y) PNG,PyTorch,42.5517,38.58,38.7818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-08-25 09:03,SRCNN,Super-Resolution Convolutional Neural Network,CNN-based Super-Resolution,"SRCNN (three-layer convolutional network; patch extraction, non-linear mapping, reconstruction)",2,1-channel grayscale (Y) PNG,1-channel grayscale (Y) PNG,PyTorch,42.5518,38.58,38.7818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-08-25 09:08,FSRCNN,Fast Super-Resolution Convolutional Neural Network,CNN-based Super-Resolution,FSRCNN (deconvolutional upsampling with shrinking and expanding layers),2,3-channel RGB,3-channel RGB,PyTorch,25.9046,29.7966,26.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-08-25 09:10,FSRCNN,Fast Super-Resolution Convolutional Neural Network,CNN-based Super-Resolution,FSRCNN (deconvolutional upsampling with shrinking and expanding layers),2,3-channel RGB,3-channel RGB,PyTorch,25.9036,29.7975,26.7879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-08-25 09:07,SRCNN,Super-Resolution Convolutional Neural Network,CNN-based Super-Resolution,"SRCNN (three-layer convolutional network; patch extraction, non-linear mapping, reconstruction)",2,1-channel grayscale (Y) PNG,1-channel grayscale (Y) PNG,PyTorch,42.5517,38.58,38.7818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-08-25 07:59,ESRGAN,Enhanced Super-Resolution Generative Adversarial Network,GAN-based Super-Resolution,RRDBNet (Residual-in-Residual Dense Blocks),2,3-channel RGB,3-channel RGB,PyTorch,39.6196,32.6782,33.111,37.5077,40.5774,31.9476,30.9647,34.3373,35.8761,35.6739,28.8391,36.5949,38.2524,36.5696,36.0843,37.3298,36.6455,41.3458,43.0738,36.0287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-08-25 08:42,ESRGAN,Enhanced Super-Resolution Generative Adversarial Network,GAN-based Super-Resolution,RRDBNet (Residual-in-Residual Dense Blocks),2,3-channel RGB,3-channel RGB,PyTorch,39.6196,0.9823,2.2716,32.6782,0.8914,3.3829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-08-25 09:16,ESRGAN,Enhanced Super-Resolution Generative Adversarial Network,GAN-based Super-Resolution,RRDBNet (Residual-in-Residual Dense Blocks),2,3-channel RGB,3-channel RGB,PyTorch,39.6196,0.9823,2.2716,32.6782,0.8914,3.3829,33.111,0.878,1.9191,37.5077,0.963,2.1757,40.5774,0.975,3.8895,31.9476,0.9216,2.667,30.9647,0.8418,3.7534,34.3373,0.9057,1.3412,35.8761,0.9558,4.793,35.6739,0.9386,3.1953,28.8391,0.8757,5.0941,36.5949,0.9381,3.9533,38.2524,0.9351,8.0955,36.5696,0.899,8.7644,36.0843,0.9244,1.0732,37.3298,0.9477,1.3274,36.6455,0.9381,1.5144,41.3458,0.9692,1.9191,43.0738,0.9855,1.4084,36.0287,0.9401,2.9912
08-08-25 10:17,FSRCNN,Fast Super-Resolution Convolutional Neural Network,CNN-based Super-Resolution,FSRCNN (deconvolutional upsampling with shrinking and expanding layers),2,3-channel RGB,3-channel RGB,PyTorch,25.903,0.4856,39.2057,26.7893,0.6184,30.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-08-25 10:26,SRCNN,Super-Resolution Convolutional Neural Network,CNN-based Super-Resolution,"SRCNN (three-layer convolutional network; patch extraction, non-linear mapping, reconstruction)",2,1-channel grayscale (Y) PNG,1-channel grayscale (Y) PNG,PyTorch,42.5518,0.9855,2.9319,38.7818,0.9627,3.1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-08-25 06:44,SinSR,Diffusion-Based Image Super-Resolution in a Single Step,Diffusion-based Super-Resolution,One-step distilled student network with deterministic sampling and consistency-preserving loss,4,3-channel RGB,3-channel RGB,PyTorch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-08-25 06:53,SinSR,Diffusion-Based Image Super-Resolution in a Single Step,Diffusion-based Super-Resolution,One-step distilled student network with deterministic sampling and consistency-preserving loss,4,3-channel RGB,3-channel RGB,PyTorch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Log Timestamp: 2025-08-13 07:20:39.880289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model,SinSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input File,Band,PSNR,SSIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-08-25 07:45,SinSR,Diffusion-Based Image Super-Resolution in a Single Step,Diffusion-based Super-Resolution,One-step distilled student network with deterministic sampling and consistency-preserving loss,4,3-channel RGB,3-channel RGB,PyTorch,33.5529,0.9076,6.3572,29.2913,0.7225,8.2865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-08-25 07:48,SinSR,Diffusion-Based Image Super-Resolution in a Single Step,Diffusion-based Super-Resolution,One-step distilled student network with deterministic sampling and consistency-preserving loss,4,3-channel RGB,3-channel RGB,PyTorch,33.5529,0.9076,6.3572,29.2913,0.7225,8.2865,29.0767,0.7219,4.986,32.6296,0.8594,5.8609,34.7159,0.9066,7.8303,28.1168,0.7802,6.5268,28.1211,0.6438,9.9962,28.9985,0.6613,4.4497,30.1015,0.7784,14.5699,32.0509,0.8482,7.8884,28.1635,0.6949,11.3352,27.9143,0.7022,13.1522,31.4785,0.7656,18.7345,32.8335,0.7957,16.5171,30.1604,0.7307,3.4441,29.8547,0.7291,4.5679,30.2337,0.7637,5.4235,33.0498,0.8407,7.2637,36.0578,0.9074,5.2267,29.7526,0.757,9.1695
13-08-25 08:20,ResShift,Residual Shifting Diffusion Model,Diffusion-based Super-Resolution,UNet with Swin Transformer Blocks,4,3-channel RGB,3-channel RGB,PyTorch,8.4057,0.0472,90,14.9521,0.0534,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-08-25 09:14,ResShift,Residual Shifting Diffusion Model,Diffusion-based Super-Resolution,UNet with Swin Transformer Blocks,4,3-channel RGB,3-channel RGB,PyTorch,31.8551,0.8798,5.976,29.3702,0.7277,5.3698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-08-25 11:54,ResShift,Residual Shifting Diffusion Model,Diffusion-based Super-Resolution,UNet with Swin Transformer Blocks,4,3-channel RGB,3-channel RGB,PyTorch,31.8551,0.8798,5.976,29.3702,0.7277,5.3698,28.3592,0.6746,3.263,31.5044,0.8337,4.6556,33.3882,0.8893,7.1867,28.1789,0.7886,4.0155,28.5648,0.6833,5.0402,27.8319,0.6368,3.1731,30.2223,0.8018,9.3937,31.2049,0.8307,6.416,27.0957,0.6629,9.434,27.83,0.7128,8.4006,31.6728,0.8077,11.8827,33.0919,0.817,11.2761,28.2597,0.6959,2.8593,28.6343,0.7102,3.4364,29.6971,0.7544,3.7295,31.6064,0.8156,5.493,32.4152,0.8338,5.5068,29.8771,0.7707,5.86
18-08-25 17:21,Bilinear,Bilinear Interpolation (Baseline),Interpolation-based Super-Resolution,N-A,2,3-channel RGB,3-channel RGB,OpenCV,43.2772,0.9936,0.1706,39.8622,0.9656,0.1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-18 17:27:17,Bilinear,Bilinear Interpolation (Baseline),Interpolation-based Super-Resolution,N-A,2,3-channel RGB,3-channel RGB,OpenCV,42.9179,0.9933,0.1700,38.2707,0.9637,0.1631
2025-08-18 17:28:30,Bilinear,Bilinear Interpolation (Baseline),Interpolation-based Super-Resolution,N-A,2,3-channel RGB,3-channel RGB,OpenCV,42.9179,0.9933,0.1700,38.2707,0.9637,0.1631
2025-08-18 17:29:04,Bilinear,Bilinear Interpolation (Baseline),Interpolation-based Super-Resolution,N-A,2,3-channel RGB,3-channel RGB,OpenCV,42.9179,0.9933,0.1700,38.2707,0.9637,0.1631,40.2680,0.9712,0.1466,40.8993,0.9845,0.1676,38.5411,0.9811,0.2508,36.4923,0.9665,0.2474,37.4127,0.9552,0.1917,40.2044,0.9709,0.1134,38.5324,0.9755,0.5980,39.0637,0.9773,0.3264,35.1395,0.9516,0.3058,37.4149,0.9663,0.3378,36.7273,0.9605,0.5135,38.0659,0.9629,0.4550,41.7141,0.9760,0.1465,41.6126,0.9800,0.1566,41.5725,0.9795,0.1570,46.6531,0.9919,0.1578,46.3117,0.9950,0.1247,39.5086,0.9730,0.2635
2025-08-18 17:37:16,Bicubic,Bicubic Interpolation (Baseline),Interpolation-based Super-Resolution,N-A,2,3-channel RGB,3-channel RGB,OpenCV,47.7125,0.9975,0.1233,41.8204,0.9847,0.1247
2025-08-18 17:37:56,Bicubic,Bicubic Interpolation (Baseline),Interpolation-based Super-Resolution,N-A,2,3-channel RGB,3-channel RGB,OpenCV,47.7125,0.9975,0.1233,41.8204,0.9847,0.1247,44.8313,0.9898,0.0984,43.8113,0.9923,0.1390,41.4104,0.9913,0.2731,40.5227,0.9864,0.2298,40.8375,0.9811,0.1334,44.5096,0.9893,0.0738,43.2345,0.9922,0.5222,43.1246,0.9911,0.3376,37.7292,0.9792,0.2440,42.4300,0.9888,0.2490,41.2882,0.9854,0.5345,42.0760,0.9848,0.4186,46.0665,0.9911,0.1058,47.1554,0.9943,0.1079,46.2754,0.9932,0.0985,51.7216,0.9973,0.1048,51.2067,0.9981,0.0911,44.2338,0.9909,0.1858
